,reward,ma_reward,avg_q,avg_loss
0,827.4945,827.4945,,
1,846.8163,829.4267,,
2,666.1326,813.0973,,
3,826.9346,814.481,0.005834477487951517,11.394752502441406
4,675.7198,800.60486,0.10723954439163208,10.92544438123703
5,948.1384,815.3582,0.11531112343072891,10.781483597755432
6,807.7401,814.5964,0.14067493379116058,11.215113611221314
7,752.54016,808.39075,0.17147374153137207,10.202422695159912
8,700.2873,797.5804,0.573329746723175,10.6586967253685
9,791.50726,796.973,0.5919979214668274,10.632504148483276
10,1023.1636,819.59204,0.5917473435401917,11.107951164245605
11,725.52026,810.1848,0.6694920659065247,10.917730598449706
12,945.7637,823.7427,0.8773123621940613,10.75507423400879
13,721.8984,813.5582,0.8842093348503113,10.234265985488891
14,666.0673,798.80914,0.9303377866744995,10.995356457233429
15,609.68555,779.8968,1.1419912576675415,11.658103795051575
16,1026.7892,804.586,1.350856900215149,11.358013050556183
17,804.7311,804.60046,1.358776569366455,10.515994446277618
18,1033.3417,827.47455,1.315708875656128,11.128633708953858
19,783.1272,823.0398,1.7270944118499756,11.031092858314514
20,953.00543,836.0363,1.6763688325881958,10.867836194038391
21,733.92883,825.82556,1.7373950481414795,10.719252030849457
22,790.28906,822.2719,1.7450621128082275,11.091613988876343
23,723.0945,812.3541,2.0505943298339844,10.412587509155273
24,963.7127,827.49,2.119337797164917,11.392379531860351
25,688.3436,813.5753,2.0273404121398926,10.802096302509307
26,841.9582,816.4136,2.1071903705596924,10.909156517982483
27,991.3289,833.9051,2.4552299976348877,10.99883985042572
28,776.51263,828.16583,2.5214216709136963,11.600012555122376
29,855.11865,830.8611,2.530158042907715,11.523533110618592
30,928.3398,840.60895,2.5638577938079834,12.007235004901887
31,834.7599,840.02405,2.9662625789642334,11.93768651008606
32,943.92017,850.41364,2.922873020172119,10.83444399356842
33,991.9909,864.57135,2.9982821941375732,10.792692003250123
34,911.5615,869.2703,2.899449348449707,10.468122713565826
35,736.3201,855.9753,3.3723881244659424,10.667837104797364
36,1105.4419,880.92194,3.466449737548828,11.435170807838439
37,775.9256,870.42224,3.5071194171905518,11.126788024902345
38,733.3018,856.7102,3.504314422607422,11.447822842597962
39,1060.3839,877.0776,4.025629043579102,11.328507103919982
40,1118.5712,901.2269,4.048801898956299,11.65300785303116
41,1008.75104,911.9793,4.074410915374756,11.03944450378418
42,986.59625,919.441,4.031243324279785,11.329557399749756
43,865.3582,914.0327,4.642462730407715,11.636825914382934
44,876.7692,910.30634,4.492788314819336,12.062228055000306
45,765.71814,895.84753,4.508255958557129,11.47026217699051
46,820.96533,888.3593,4.540236473083496,11.06262240409851
47,1029.7875,902.50214,4.936702251434326,11.130255222320557
48,1068.7638,919.1283,5.016482353210449,11.06341626882553
49,1076.0272,934.8182,5.013016700744629,10.993801963329314
