,reward,ma_reward,avg_q,avg_loss
0,136.32779,136.32779,,
1,169.97891,139.6929,,
2,145.90732,140.31435,,
3,162.79167,142.56207,,
4,181.41728,146.44759,0.28161248564720154,2.2378064876794816
5,146.52783,146.45561,0.22937798500061035,2.3683780777454375
6,175.96872,149.40692,0.27347898483276367,2.2756578379869463
7,142.33289,148.69952,0.26898691058158875,2.378564749956131
8,209.13745,154.74332,0.6117938160896301,2.304283953309059
9,167.61212,156.0302,0.6171140074729919,2.2687205016613006
10,178.95848,158.32301,0.5980474352836609,2.369075467288494
11,212.62999,163.75371,0.6179696321487427,2.2105684089660644
12,123.155914,159.69392,0.8973967432975769,2.299830665588379
13,196.4862,163.37315,0.9472792744636536,2.2571256071329118
14,170.57889,164.09372,0.8851633071899414,2.326548262834549
15,218.05557,169.4899,0.8874568939208984,2.2883637022972105
16,149.53549,167.49446,1.1590254306793213,2.3014307606220243
17,203.65814,171.11082,1.1645208597183228,2.286155149638653
18,194.06067,173.4058,1.196533441543579,2.2786125534772874
19,115.89454,167.65466,1.1850450038909912,2.2524428337812425
20,179.50476,168.83966,1.5265679359436035,2.252508869767189
21,173.62494,169.31818,1.4832199811935425,2.182099815905094
22,214.43773,173.83012,1.5470317602157593,2.198009244799614
23,237.28369,180.17548,1.5713454484939575,2.1617609691619872
24,174.14566,179.5725,1.9599581956863403,2.3625241005420685
25,200.66582,181.68182,1.9585683345794678,2.3121487283706665
26,227.71692,186.28534,2.0064549446105957,2.4044256657361984
27,201.161,187.7729,2.0370705127716064,2.160598699450493
28,163.91249,185.38686,2.157970666885376,2.2961418229341506
29,219.84792,188.83295,2.3492703437805176,2.2481337773799894
30,177.7712,187.72676,2.344264030456543,2.2126690047979354
31,155.63252,184.51733,2.342130184173584,2.235634151697159
32,221.67601,188.2332,2.4136359691619873,2.3634655010700225
33,150.80194,184.49008,2.915112257003784,2.2838497814536094
34,218.01474,187.84254,2.953178644180298,2.371572750210762
35,227.71696,191.82999,2.9476897716522217,2.256282289624214
36,185.53802,191.20079,2.8755946159362793,2.3327583128213885
37,177.79932,189.86064,3.417389392852783,2.3624416863918305
38,200.0607,190.88065,3.4694302082061768,2.288531641960144
39,209.67609,192.76018,3.438703775405884,2.236539037227631
40,204.21214,193.90538,3.452268600463867,2.1267343106865884
41,174.13545,191.92838,4.041685104370117,2.2884989196062087
42,204.75082,193.21062,4.0489935874938965,2.36600593149662
43,193.9789,193.28745,4.065893173217773,2.272809966802597
